,,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst
254,377,10,2020,7001,Arizona,Def,ari,h,buf,3,2600,10029,ARI,81.5,7.6625000000000005,5.1625000000000005,0.28912499999999997,0.01675,3.625,1.375,23.5,0.875,0.5,1.25,36.125,31.625,1.875,3.25,1.0,81.625,7.8,4.5125,0.26437499999999997,0.012125,2.375,1.75,21.75,0.75,0.375,2.75,40.125,27.5,2.0,3.875,9.5,3.625,3.5,3.375,1.875,1.375,0.125,0.0,0.0,7.875,0.0,0.0,0.0,0.0,0.0,0.0,29.25,22.5,10002,BUF,76.66666666666667,7.2555555555555555,4.688888888888889,0.27366666666666667,0.021,3.0,1.5555555555555556,21.22222222222222,0.6666666666666666,0.8888888888888888,2.6666666666666665,36.111111111111114,27.22222222222222,1.6666666666666667,2.888888888888889,1.0,76.55555555555556,7.588888888888889,4.922222222222222,0.28800000000000003,0.01588888888888889,3.111111111111111,1.7777777777777777,22.11111111111111,0.5555555555555556,0.6666666666666666,2.2222222222222223,37.77777777777778,25.444444444444443,2.4444444444444446,2.3333333333333335,16.22222222222222,3.0,2.6666666666666665,2.5555555555555554,1.6666666666666667,1.5555555555555556,0.3333333333333333,0.3333333333333333,0.0,19.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,25.88888888888889,26.88888888888889
255,378,10,2020,7005,Carolina,Def,car,h,tam,1,2500,10019,CAR,74.55555555555556,7.355555555555556,4.855555555555555,0.26555555555555554,0.013111111111111112,2.4444444444444446,2.111111111111111,20.0,0.6666666666666666,0.3333333333333333,2.0,36.44444444444444,24.88888888888889,2.6666666666666665,2.3333333333333335,1.0,75.88888888888889,7.622222222222224,4.755555555555556,0.2848888888888889,0.017333333333333336,2.7777777777777777,2.0,21.666666666666668,0.5555555555555556,0.7777777777777778,1.0,38.0,25.0,2.111111111111111,2.6666666666666665,15.88888888888889,2.4444444444444446,2.3333333333333335,2.111111111111111,2.6666666666666665,2.111111111111111,0.1111111111111111,0.1111111111111111,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,25.11111111111111,10026,TAM,77.66666666666667,7.755555555555556,4.022222222222222,0.22255555555555556,0.023,2.4444444444444446,1.3333333333333333,17.444444444444443,1.2222222222222223,0.5555555555555556,3.2222222222222223,39.55555555555556,23.666666666666668,1.4444444444444444,4.333333333333333,1.0,77.44444444444444,7.844444444444444,4.444444444444444,0.24177777777777779,0.017222222222222222,3.111111111111111,1.7777777777777777,19.0,0.7777777777777778,0.4444444444444444,1.4444444444444444,40.0,23.22222222222222,2.0,3.888888888888889,17.0,2.6666666666666665,2.5555555555555554,2.5555555555555554,1.4444444444444444,1.3333333333333333,0.1111111111111111,0.0,0.0,14.444444444444445,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,22.555555555555557,27.555555555555557
256,379,10,2020,7003,Baltimore,Def,bal,a,nwe,1,3900,10007,BAL,75.75,7.825000000000001,4.55,0.25437499999999996,0.01625,2.875,1.875,19.25,0.625,0.625,2.625,29.5,33.25,2.0,4.0,1.0,78.125,7.775,4.125,0.232625,0.022625000000000003,2.125,0.75,18.25,0.5,1.25,3.0,41.5,22.375,1.25,4.5,15.75,3.25,3.25,3.25,2.0,1.875,0.0,0.0,0.0,21.875,0.125,0.0,0.0,0.375,0.0,0.5,28.375,17.75,10006,NWE,69.375,7.312500000000001,5.075,0.276125,0.025125,2.5,2.0,19.125,1.25,0.5,1.375,27.875,29.125,2.125,2.75,1.0,77.125,7.45,4.6625,0.27499999999999997,0.026125000000000002,2.0,1.75,21.375,1.375,0.5,1.875,31.875,32.75,2.0,2.625,17.625,2.625,2.5,2.25,2.125,2.0,0.125,0.125,0.0,17.875,0.0,0.0,0.125,0.0,0.0,0.125,24.25,20.75
257,380,10,2020,7026,LA Chargers,Def,lac,a,mia,1,2800,10012,LAC,87.25,7.699999999999999,4.8125,0.24975000000000003,0.0135,2.875,1.75,22.0,0.625,0.5,2.0,39.625,32.75,2.375,3.875,1.0,79.0,7.6625000000000005,4.5249999999999995,0.23275,0.012875,2.875,2.0,18.625,0.5,0.5,2.0,39.0,24.0,2.25,4.875,18.875,3.0,2.625,2.375,2.375,1.75,0.375,0.0,0.0,25.875,0.0,0.0,0.125,0.0,0.0,0.125,25.625,27.0,10030,MIA,80.125,7.187500000000001,4.8375,0.269625,0.021375,2.625,0.625,21.5,0.875,0.875,2.5,39.5,26.875,1.125,4.125,1.0,73.5,7.1125,4.3375,0.252125,0.016125,2.625,2.125,18.75,0.875,0.25,1.75,33.0,26.625,2.125,4.5,17.25,2.625,2.625,2.5,1.125,0.625,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,0.0,0.0,20.125,27.75
258,381,10,2020,7031,Washington,Def,was,a,det,0,3200,10032,WAS,76.375,7.6625,4.05,0.22937500000000005,0.02275,2.25,1.25,17.5,0.875,0.75,3.5,38.75,23.625,1.75,4.5,1.0,75.125,8.0875,4.125,0.22899999999999998,0.018375000000000002,2.5,1.75,17.25,1.0,0.375,3.25,32.125,30.0,1.875,4.25,22.875,2.25,1.75,1.625,1.75,1.25,0.5,0.0,0.125,29.75,0.0,0.0,0.0,0.0,0.0,0.0,18.875,23.5,10015,DET,79.0,7.300000000000001,5.0,0.29274999999999995,0.011375,3.75,0.75,23.125,0.625,0.25,1.375,34.625,30.875,0.875,3.5,1.0,78.5,7.8374999999999995,4.5625,0.251875,0.01375,2.75,1.75,19.875,1.0,0.125,2.625,39.0,24.875,2.5,3.625,8.0,4.0,3.5,3.0,0.875,0.75,0.5,0.375,0.0,10.125,0.0,0.0,0.25,0.0,0.0,0.25,30.0,24.625
259,382,10,2020,7030,Tennessee,Def,ten,h,ind,0,2700,10013,TEN,78.625,7.4125,4.8500000000000005,0.264125,0.006125,3.5,1.375,20.875,0.375,0.125,1.5,33.25,30.75,2.25,3.625,1.0,82.125,7.225000000000001,4.7875000000000005,0.274125,0.021124999999999998,3.25,1.0,22.5,1.125,0.625,1.25,42.125,26.375,1.125,3.5,13.375,3.625,3.125,2.875,2.25,1.375,0.375,0.125,0.0,20.5,0.0,0.0,0.0,0.125,0.0,0.125,29.0,25.125,10009,IND,74.25,7.65,3.85,0.220875,0.022250000000000002,2.0,1.25,16.625,1.375,0.25,2.5,34.875,25.25,1.5,4.375,1.0,77.0,7.5,4.7124999999999995,0.25625000000000003,0.01525,2.375,2.125,19.75,0.875,0.25,1.0,36.0,28.0,2.375,3.0,19.125,2.25,2.0,2.0,1.5,1.25,0.25,0.25,0.125,12.75,0.0,0.0,0.125,0.125,0.0,0.25,19.75,25.5
260,383,10,2020,7010,Denver,Def,den,a,lvr,-4,2400,10014,DEN,79.875,8.125,4.2,0.209,0.024625,2.25,2.0,16.75,1.5,0.5,2.625,39.5,25.625,2.125,4.125,1.0,82.5,7.7375,4.362500000000001,0.231625,0.014375,2.625,2.375,19.125,0.75,0.375,2.75,39.875,27.75,2.75,3.875,18.25,2.25,2.125,2.0,2.125,2.0,0.125,0.125,0.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,21.75,26.625,10017,LVR,77.5,7.699999999999999,4.9624999999999995,0.28025,0.007000000000000001,3.25,1.75,21.75,0.375,0.125,1.125,37.25,26.125,2.0,2.875,1.0,78.0,6.95,4.762499999999999,0.2625,0.016625,3.0,2.125,20.5,0.25,1.0,1.75,34.0,30.0,2.375,2.5,12.125,3.375,3.0,2.625,2.0,1.75,0.375,0.25,0.0,14.0,0.0,0.0,0.0,0.125,0.0,0.125,28.625,27.25
261,384,10,2020,7007,Cincinnati,Def,cin,a,pit,-4,2100,10010,CIN,86.375,7.6499999999999995,4.1875,0.26225,0.014875,2.5,2.25,22.75,0.625,0.625,3.5,44.75,27.125,2.5,3.625,1.0,78.0,7.325,5.25,0.27912499999999996,0.014499999999999999,3.0,1.75,21.375,1.0,0.125,1.375,36.375,27.5,2.25,3.0,15.75,2.5,2.5,2.5,2.5,2.25,0.0,0.0,0.0,5.375,0.0,0.0,0.0,0.0,0.0,0.0,24.25,26.75,10001,PIT,76.25,8.1125,4.125,0.21587500000000004,0.025249999999999998,2.375,1.125,16.625,1.375,0.625,4.0,37.375,24.875,1.5,4.25,1.0,78.625,7.5125,4.3125,0.247375,0.011000000000000001,3.375,1.375,19.5,0.5,0.375,1.25,37.75,27.25,1.375,4.0,19.0,2.375,2.0,2.0,1.5,1.125,0.375,0.25,0.0,14.875,0.0,0.0,0.0,0.0,0.0,0.0,20.125,29.125
262,353,11,2020,7008,Cleveland,Def,cle,h,phi,20,3000,10027,CLE,73.88888888888889,7.588888888888889,4.699999999999999,0.26066666666666666,0.01522222222222222,2.7777777777777777,1.2222222222222223,19.444444444444443,0.7777777777777778,0.3333333333333333,1.3333333333333333,29.77777777777778,30.88888888888889,1.4444444444444444,3.2222222222222223,1.0,78.88888888888889,7.433333333333333,4.522222222222222,0.2828888888888889,0.019666666666666666,3.111111111111111,1.4444444444444444,22.666666666666668,0.7777777777777778,0.7777777777777778,2.4444444444444446,40.22222222222222,26.333333333333332,1.7777777777777777,2.3333333333333335,13.777777777777779,2.888888888888889,2.7777777777777777,2.5555555555555554,1.4444444444444444,1.2222222222222223,0.1111111111111111,0.1111111111111111,0.1111111111111111,6.222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,23.77777777777778,27.11111111111111,10003,PHI,82.33333333333333,7.98888888888889,4.2333333333333325,0.24622222222222223,0.012777777777777777,3.0,1.6666666666666667,20.22222222222222,0.3333333333333333,0.6666666666666666,3.4444444444444446,37.333333333333336,30.444444444444443,1.8888888888888888,4.777777777777778,1.0,80.44444444444444,7.900000000000001,4.111111111111111,0.2372222222222222,0.025555555555555557,2.5555555555555554,1.0,19.11111111111111,1.3333333333333333,0.6666666666666666,3.7777777777777777,42.111111111111114,24.0,1.4444444444444444,4.333333333333333,14.555555555555555,3.0,2.888888888888889,2.7777777777777777,1.8888888888888888,1.6666666666666667,0.1111111111111111,0.0,0.0,19.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,25.77777777777778,22.333333333333332
263,354,11,2020,7005,Carolina,Def,car,h,det,17,2700,10019,CAR,73.6,7.2700000000000005,4.67,0.25749999999999995,0.013300000000000001,2.5,2.0,19.2,0.7,0.3,2.1,35.8,24.0,2.5,2.6,1.0,77.4,7.580000000000001,4.880000000000001,0.2861,0.016700000000000003,3.0,2.2,22.2,0.5,0.8,1.0,38.2,26.2,2.3,2.4,14.9,2.5,2.3,2.1,2.5,2.0,0.2,0.1,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,23.3,27.2,10015,DET,81.0,7.322222222222223,4.977777777777778,0.2945555555555555,0.011222222222222222,3.6666666666666665,0.8888888888888888,23.88888888888889,0.5555555555555556,0.3333333333333333,1.4444444444444444,37.111111111111114,30.333333333333332,1.1111111111111112,3.3333333333333335,1.0,77.66666666666667,7.833333333333333,4.633333333333334,0.2536666666666667,0.012222222222222223,2.7777777777777777,1.8888888888888888,19.77777777777778,0.8888888888888888,0.1111111111111111,2.4444444444444446,38.44444444444444,24.444444444444443,2.5555555555555554,3.6666666666666665,8.88888888888889,3.888888888888889,3.4444444444444446,3.0,1.1111111111111112,0.8888888888888888,0.4444444444444444,0.3333333333333333,0.0,12.11111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,29.666666666666668,25.22222222222222
264,355,11,2020,7024,Pittsburgh,Def,pit,a,jac,17,4600,10001,PIT,79.11111111111111,7.577777777777778,4.333333333333333,0.24533333333333335,0.011111111111111112,3.4444444444444446,1.5555555555555556,19.444444444444443,0.4444444444444444,0.4444444444444444,1.1111111111111112,38.666666666666664,26.444444444444443,1.5555555555555556,4.333333333333333,1.0,77.11111111111111,8.166666666666666,4.044444444444444,0.21300000000000002,0.023777777777777776,2.2222222222222223,1.1111111111111112,16.555555555555557,1.2222222222222223,0.6666666666666666,4.0,38.111111111111114,24.333333333333332,1.4444444444444444,4.888888888888889,11.666666666666666,3.6666666666666665,3.3333333333333335,3.0,1.5555555555555556,1.5555555555555556,0.3333333333333333,0.1111111111111111,0.1111111111111111,22.11111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,29.88888888888889,19.0,10025,JAX,78.33333333333333,7.355555555555554,5.322222222222222,0.268,0.01311111111111111,3.4444444444444446,2.111111111111111,21.0,0.7777777777777778,0.2222222222222222,1.0,34.55555555555556,30.22222222222222,2.4444444444444446,2.7777777777777777,1.0,77.44444444444444,7.322222222222221,4.377777777777777,0.2451111111111111,0.01677777777777778,2.4444444444444446,1.3333333333333333,19.11111111111111,0.7777777777777778,0.5555555555555556,3.0,40.888888888888886,22.22222222222222,1.7777777777777777,3.4444444444444446,11.11111111111111,3.4444444444444446,3.3333333333333335,3.111111111111111,2.4444444444444446,2.111111111111111,0.1111111111111111,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,30.11111111111111,22.11111111111111
265,356,11,2020,7019,New Orleans,Def,nor,h,atl,16,3200,10020,NOR,80.11111111111111,7.222222222222222,4.688888888888888,0.278,0.014444444444444446,3.3333333333333335,2.0,22.11111111111111,0.3333333333333333,0.7777777777777778,1.4444444444444444,36.333333333333336,29.555555555555557,2.111111111111111,3.3333333333333335,1.0,75.55555555555556,7.622222222222222,4.088888888888889,0.22677777777777777,0.018222222222222223,2.7777777777777777,1.4444444444444444,17.11111111111111,1.0,0.3333333333333333,2.6666666666666665,37.888888888888886,23.11111111111111,1.7777777777777777,3.6666666666666665,11.88888888888889,3.4444444444444446,3.4444444444444446,3.4444444444444446,2.111111111111111,2.0,0.0,0.0,0.0,16.555555555555557,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,30.11111111111111,23.666666666666668,10024,ATL,78.0,7.3888888888888875,5.211111111111111,0.2703333333333333,0.013777777777777778,3.3333333333333335,1.5555555555555556,21.11111111111111,0.7777777777777778,0.3333333333333333,1.5555555555555556,40.44444444444444,22.77777777777778,1.7777777777777777,3.4444444444444446,1.0,84.44444444444444,7.477777777777779,4.699999999999999,0.2721111111111111,0.010555555555555554,2.888888888888889,2.4444444444444446,22.88888888888889,0.5555555555555556,0.3333333333333333,2.111111111111111,41.22222222222222,28.77777777777778,2.5555555555555554,3.4444444444444446,11.333333333333334,3.3333333333333335,2.888888888888889,2.7777777777777777,1.7777777777777777,1.5555555555555556,0.4444444444444444,0.2222222222222222,0.0,10.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,27.88888888888889,27.0
266,357,11,2020,7010,Denver,Def,den,h,mia,12,2400,10014,DEN,80.22222222222223,8.077777777777778,4.155555555555555,0.2098888888888889,0.028555555555555556,2.111111111111111,2.0,16.88888888888889,1.7777777777777777,0.5555555555555556,2.5555555555555554,40.55555555555556,24.88888888888889,2.111111111111111,4.111111111111111,1.0,82.33333333333333,7.699999999999999,4.366666666666667,0.232,0.012777777777777779,2.7777777777777777,2.4444444444444446,19.11111111111111,0.6666666666666666,0.3333333333333333,2.4444444444444446,38.22222222222222,29.22222222222222,2.7777777777777777,3.888888888888889,19.0,2.111111111111111,1.8888888888888888,1.7777777777777777,2.111111111111111,2.0,0.2222222222222222,0.1111111111111111,0.0,9.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,20.666666666666668,27.77777777777778,10030,MIA,79.88888888888889,7.155555555555556,4.688888888888889,0.2667777777777778,0.020444444444444446,2.6666666666666665,0.5555555555555556,21.22222222222222,0.8888888888888888,0.7777777777777778,2.4444444444444446,38.888888888888886,27.11111111111111,1.0,4.222222222222222,1.0,73.11111111111111,7.122222222222222,4.300000000000001,0.24955555555555556,0.01588888888888889,2.6666666666666665,2.2222222222222223,18.444444444444443,0.7777777777777778,0.3333333333333333,1.5555555555555556,32.111111111111114,27.22222222222222,2.3333333333333335,4.222222222222222,17.0,2.6666666666666665,2.6666666666666665,2.5555555555555554,1.0,0.5555555555555556,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22222222222222,27.88888888888889
267,358,11,2020,7031,Washington,Def,was,h,cin,12,2900,10032,WAS,78.66666666666667,7.644444444444444,4.133333333333333,0.23822222222222228,0.021333333333333333,2.3333333333333335,1.3333333333333333,18.88888888888889,0.7777777777777778,0.7777777777777778,3.3333333333333335,40.77777777777778,23.88888888888889,1.8888888888888888,4.222222222222222,1.0,74.66666666666667,8.055555555555555,4.2444444444444445,0.23333333333333328,0.016333333333333335,2.5555555555555554,1.8888888888888888,17.444444444444443,0.8888888888888888,0.3333333333333333,3.0,32.333333333333336,29.0,2.0,4.222222222222222,22.11111111111111,2.3333333333333335,1.8888888888888888,1.7777777777777777,1.8888888888888888,1.3333333333333333,0.4444444444444444,0.0,0.1111111111111111,29.555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,19.77777777777778,24.22222222222222,10010,CIN,78.55555555555556,7.411111111111111,5.166666666666667,0.27355555555555555,0.014222222222222223,3.111111111111111,1.8888888888888888,21.11111111111111,0.8888888888888888,0.2222222222222222,1.2222222222222223,37.44444444444444,26.666666666666668,2.3333333333333335,3.4444444444444446,1.0,86.11111111111111,7.7555555555555555,4.1,0.2542222222222222,0.014555555555555556,2.3333333333333335,2.111111111111111,22.0,0.5555555555555556,0.6666666666666666,3.5555555555555554,44.666666666666664,26.333333333333332,2.3333333333333335,4.333333333333333,13.555555555555555,3.2222222222222223,2.888888888888889,2.7777777777777777,2.3333333333333335,1.8888888888888888,0.3333333333333333,0.0,0.0,16.444444444444443,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,27.77777777777778,22.666666666666668
268,359,11,2020,7026,LA Chargers,Def,lac,h,nyj,9,4000,10012,LAC,86.22222222222223,7.611111111111111,4.666666666666667,0.24911111111111112,0.013444444444444445,2.888888888888889,1.5555555555555556,21.666666666666668,0.6666666666666666,0.4444444444444444,2.0,39.0,32.333333333333336,2.111111111111111,4.0,1.0,78.0,7.611111111111111,4.466666666666666,0.23233333333333336,0.013,2.888888888888889,2.111111111111111,18.333333333333332,0.4444444444444444,0.5555555555555556,1.7777777777777777,37.44444444444444,24.88888888888889,2.4444444444444446,4.555555555555555,18.444444444444443,3.0,2.6666666666666665,2.4444444444444446,2.111111111111111,1.5555555555555556,0.3333333333333333,0.0,0.0,25.666666666666668,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,25.11111111111111,27.22222222222222,10028,NYJ,79.11111111111111,7.800000000000001,5.066666666666666,0.2752222222222222,0.014222222222222223,3.111111111111111,2.111111111111111,21.88888888888889,0.7777777777777778,0.3333333333333333,1.2222222222222223,36.666666666666664,29.666666666666668,2.6666666666666665,2.888888888888889,1.0,73.66666666666667,7.566666666666667,3.6555555555555563,0.19666666666666666,0.01622222222222222,1.1111111111111112,1.6666666666666667,14.222222222222221,0.8888888888888888,0.2222222222222222,2.888888888888889,35.666666666666664,23.555555555555557,1.8888888888888888,5.111111111111111,10.333333333333334,3.3333333333333335,3.2222222222222223,3.2222222222222223,2.6666666666666665,2.111111111111111,0.1111111111111111,0.0,0.1111111111111111,11.777777777777779,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,29.555555555555557,13.444444444444445
269,360,11,2020,7023,Philadelphia,Def,phi,a,cle,8,2800,10003,PHI,80.44444444444444,7.900000000000001,4.111111111111111,0.2372222222222222,0.025555555555555557,2.5555555555555554,1.0,19.11111111111111,1.3333333333333333,0.6666666666666666,3.7777777777777777,42.111111111111114,24.0,1.4444444444444444,4.333333333333333,1.0,82.33333333333333,7.98888888888889,4.2333333333333325,0.24622222222222223,0.012777777777777777,3.0,1.6666666666666667,20.22222222222222,0.3333333333333333,0.6666666666666666,3.4444444444444446,37.333333333333336,30.444444444444443,1.8888888888888888,4.777777777777778,18.0,2.7777777777777777,1.3333333333333333,1.3333333333333333,1.4444444444444444,1.0,1.4444444444444444,0.6666666666666666,0.1111111111111111,21.333333333333332,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.3333333333333333,22.333333333333332,25.77777777777778,10027,CLE,78.88888888888889,7.433333333333333,4.522222222222222,0.2828888888888889,0.019666666666666666,3.111111111111111,1.4444444444444444,22.666666666666668,0.7777777777777778,0.7777777777777778,2.4444444444444446,40.22222222222222,26.333333333333332,1.7777777777777777,2.3333333333333335,1.0,73.88888888888889,7.588888888888889,4.699999999999999,0.26066666666666666,0.01522222222222222,2.7777777777777777,1.2222222222222223,19.444444444444443,0.7777777777777778,0.3333333333333333,1.3333333333333333,29.77777777777778,30.88888888888889,1.4444444444444444,3.2222222222222223,13.333333333333334,3.2222222222222223,2.888888888888889,2.7777777777777777,1.6666666666666667,1.4444444444444444,0.3333333333333333,0.3333333333333333,0.0,15.11111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,27.11111111111111,23.77777777777778
270,361,11,2020,7021,New York J,Def,nyj,a,lac,8,2000,10028,NYJ,73.66666666666667,7.566666666666667,3.6555555555555563,0.19666666666666666,0.01622222222222222,1.1111111111111112,1.6666666666666667,14.222222222222221,0.8888888888888888,0.2222222222222222,2.888888888888889,35.666666666666664,23.555555555555557,1.8888888888888888,5.111111111111111,1.0,79.11111111111111,7.800000000000001,5.066666666666666,0.2752222222222222,0.014222222222222223,3.111111111111111,2.111111111111111,21.88888888888889,0.7777777777777778,0.3333333333333333,1.2222222222222223,36.666666666666664,29.666666666666668,2.6666666666666665,2.888888888888889,25.666666666666668,1.2222222222222223,1.1111111111111112,1.1111111111111112,1.8888888888888888,1.6666666666666667,0.1111111111111111,0.0,0.0,19.666666666666668,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,13.444444444444445,29.555555555555557,10012,LAC,78.0,7.611111111111111,4.466666666666666,0.23233333333333336,0.013,2.888888888888889,2.111111111111111,18.333333333333332,0.4444444444444444,0.5555555555555556,1.7777777777777777,37.44444444444444,24.88888888888889,2.4444444444444446,4.555555555555555,1.0,86.22222222222223,7.611111111111111,4.666666666666667,0.24911111111111112,0.013444444444444445,2.888888888888889,1.5555555555555556,21.666666666666668,0.6666666666666666,0.4444444444444444,2.0,39.0,32.333333333333336,2.111111111111111,4.0,15.0,3.0,2.4444444444444446,2.2222222222222223,2.4444444444444446,2.111111111111111,0.5555555555555556,0.3333333333333333,0.0,14.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,27.22222222222222,25.11111111111111
