,,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst
271,362,11,2020,7013,Indianapolis,Def,ind,h,gnb,8,3100,10009,IND,77.33333333333333,7.388888888888889,4.788888888888888,0.2625555555555556,0.013555555555555555,2.4444444444444446,2.111111111111111,20.333333333333332,0.7777777777777778,0.2222222222222222,1.0,36.44444444444444,28.11111111111111,2.3333333333333335,2.7777777777777777,1.0,74.11111111111111,7.611111111111111,3.8666666666666663,0.22522222222222224,0.01977777777777778,2.0,1.2222222222222223,16.88888888888889,1.2222222222222223,0.2222222222222222,2.3333333333333335,34.111111111111114,26.0,1.5555555555555556,4.222222222222222,14.666666666666666,2.888888888888889,2.7777777777777777,2.5555555555555554,2.3333333333333335,2.111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,6.111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.0,0.1111111111111111,0.5555555555555556,26.444444444444443,19.444444444444443,10016,GNB,72.55555555555556,7.1,4.677777777777777,0.2591111111111111,0.010888888888888887,2.7777777777777777,1.2222222222222223,18.666666666666668,0.4444444444444444,0.3333333333333333,2.2222222222222223,33.77777777777778,24.333333333333332,1.4444444444444444,3.888888888888889,1.0,77.0,7.433333333333334,5.122222222222222,0.2603333333333333,0.007333333333333334,3.6666666666666665,1.3333333333333333,20.11111111111111,0.3333333333333333,0.2222222222222222,1.2222222222222223,36.111111111111114,27.444444444444443,1.3333333333333333,3.111111111111111,14.666666666666666,3.0,2.6666666666666665,2.5555555555555554,1.4444444444444444,1.2222222222222223,0.3333333333333333,0.3333333333333333,0.0,15.555555555555555,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222,24.88888888888889,30.555555555555557
272,363,11,2020,7011,Detroit,Def,det,a,car,6,2700,10015,DET,77.66666666666667,7.833333333333333,4.633333333333334,0.2536666666666667,0.012222222222222223,2.7777777777777777,1.8888888888888888,19.77777777777778,0.8888888888888888,0.1111111111111111,2.4444444444444446,38.44444444444444,24.444444444444443,2.5555555555555554,3.6666666666666665,1.0,81.0,7.322222222222223,4.977777777777778,0.2945555555555555,0.011222222222222222,3.6666666666666665,0.8888888888888888,23.88888888888889,0.5555555555555556,0.3333333333333333,1.4444444444444444,37.111111111111114,30.333333333333332,1.1111111111111112,3.3333333333333335,15.333333333333334,2.7777777777777777,2.6666666666666665,2.6666666666666665,2.5555555555555554,1.8888888888888888,0.1111111111111111,0.1111111111111111,0.0,10.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,25.22222222222222,29.666666666666668,10019,CAR,77.4,7.580000000000001,4.880000000000001,0.2861,0.016700000000000003,3.0,2.2,22.2,0.5,0.8,1.0,38.2,26.2,2.3,2.4,1.0,73.6,7.2700000000000005,4.67,0.25749999999999995,0.013300000000000001,2.5,2.0,19.2,0.7,0.3,2.1,35.8,24.0,2.5,2.6,14.4,3.0,2.9,2.6,2.3,2.2,0.1,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,27.2,23.3
273,364,11,2020,7007,Cincinnati,Def,cin,a,was,5,2300,10010,CIN,86.11111111111111,7.7555555555555555,4.1,0.2542222222222222,0.014555555555555556,2.3333333333333335,2.111111111111111,22.0,0.5555555555555556,0.6666666666666666,3.5555555555555554,44.666666666666664,26.333333333333332,2.3333333333333335,4.333333333333333,1.0,78.55555555555556,7.411111111111111,5.166666666666667,0.27355555555555555,0.014222222222222223,3.111111111111111,1.8888888888888888,21.11111111111111,0.8888888888888888,0.2222222222222222,1.2222222222222223,37.44444444444444,26.666666666666668,2.3333333333333335,3.4444444444444446,16.555555555555557,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.111111111111111,0.0,0.0,0.0,5.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668,27.77777777777778,10032,WAS,74.66666666666667,8.055555555555555,4.2444444444444445,0.23333333333333328,0.016333333333333335,2.5555555555555554,1.8888888888888888,17.444444444444443,0.8888888888888888,0.3333333333333333,3.0,32.333333333333336,29.0,2.0,4.222222222222222,1.0,78.66666666666667,7.644444444444444,4.133333333333333,0.23822222222222228,0.021333333333333333,2.3333333333333335,1.3333333333333333,18.88888888888889,0.7777777777777778,0.7777777777777778,3.3333333333333335,40.77777777777778,23.88888888888889,1.8888888888888888,4.222222222222222,15.88888888888889,2.6666666666666665,2.6666666666666665,2.5555555555555554,2.0,1.8888888888888888,0.0,0.0,0.0,15.555555555555555,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,24.22222222222222,19.77777777777778
274,365,11,2020,7009,Dallas,Def,dal,a,min,5,2200,10011,DAL,87.33333333333333,7.666666666666667,4.433333333333334,0.26744444444444443,0.024666666666666663,2.3333333333333335,1.8888888888888888,23.666666666666668,0.8888888888888888,1.3333333333333333,2.888888888888889,46.111111111111114,27.0,2.2222222222222223,3.2222222222222223,1.0,81.0,7.088888888888889,4.699999999999999,0.2508888888888889,0.010555555555555556,3.5555555555555554,1.7777777777777777,20.444444444444443,0.3333333333333333,0.4444444444444444,1.8888888888888888,34.55555555555556,31.666666666666668,2.0,3.5555555555555554,15.666666666666666,2.4444444444444446,1.8888888888888888,1.6666666666666667,2.2222222222222223,1.8888888888888888,0.5555555555555556,0.3333333333333333,0.0,8.777777777777779,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,22.666666666666668,31.555555555555557,10018,MIN,80.11111111111111,7.533333333333335,4.711111111111111,0.26044444444444437,0.012555555555555556,2.7777777777777777,2.5555555555555554,21.11111111111111,0.7777777777777778,0.2222222222222222,2.0,38.44444444444444,28.11111111111111,2.6666666666666665,2.7777777777777777,1.0,73.22222222222223,7.355555555555556,5.222222222222222,0.2682222222222222,0.02422222222222222,3.3333333333333335,0.8888888888888888,19.77777777777778,1.2222222222222223,0.5555555555555556,1.8888888888888888,29.11111111111111,29.77777777777778,1.1111111111111112,3.5555555555555554,15.666666666666666,2.7777777777777777,2.4444444444444446,2.4444444444444446,2.6666666666666665,2.5555555555555554,0.3333333333333333,0.1111111111111111,0.2222222222222222,11.333333333333334,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,27.0,26.22222222222222
275,366,11,2020,7002,Atlanta,Def,atl,a,nor,5,2300,10024,ATL,84.44444444444444,7.477777777777779,4.699999999999999,0.2721111111111111,0.010555555555555554,2.888888888888889,2.4444444444444446,22.88888888888889,0.5555555555555556,0.3333333333333333,2.111111111111111,41.22222222222222,28.77777777777778,2.5555555555555554,3.4444444444444446,1.0,78.0,7.3888888888888875,5.211111111111111,0.2703333333333333,0.013777777777777778,3.3333333333333335,1.5555555555555556,21.11111111111111,0.7777777777777778,0.3333333333333333,1.5555555555555556,40.44444444444444,22.77777777777778,1.7777777777777777,3.4444444444444446,12.222222222222221,2.888888888888889,2.5555555555555554,2.111111111111111,2.5555555555555554,2.4444444444444446,0.3333333333333333,0.1111111111111111,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.88888888888889,10020,NOR,75.55555555555556,7.622222222222222,4.088888888888889,0.22677777777777777,0.018222222222222223,2.7777777777777777,1.4444444444444444,17.11111111111111,1.0,0.3333333333333333,2.6666666666666665,37.888888888888886,23.11111111111111,1.7777777777777777,3.6666666666666665,1.0,80.11111111111111,7.222222222222222,4.688888888888888,0.278,0.014444444444444446,3.3333333333333335,2.0,22.11111111111111,0.3333333333333333,0.7777777777777778,1.4444444444444444,36.333333333333336,29.555555555555557,2.111111111111111,3.3333333333333335,15.777777777777779,2.7777777777777777,2.5555555555555554,2.4444444444444446,1.7777777777777777,1.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,30.11111111111111
276,367,11,2020,7028,Seattle,Def,sea,h,ari,5,2300,10021,SEA,79.55555555555556,7.411111111111111,5.088888888888888,0.2788888888888889,0.01922222222222222,4.111111111111111,1.1111111111111112,22.22222222222222,1.1111111111111112,0.4444444444444444,3.3333333333333335,40.55555555555556,23.77777777777778,1.1111111111111112,3.6666666666666665,1.0,87.55555555555556,7.411111111111111,5.088888888888889,0.2961111111111111,0.01877777777777778,3.3333333333333335,2.111111111111111,25.88888888888889,1.0,0.6666666666666666,2.4444444444444446,47.333333333333336,25.666666666666668,2.4444444444444446,2.5555555555555554,9.444444444444445,4.111111111111111,3.888888888888889,3.7777777777777777,1.1111111111111112,1.1111111111111112,0.2222222222222222,0.1111111111111111,0.1111111111111111,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,32.0,29.555555555555557,10029,ARI,82.11111111111111,7.777777777777778,4.488888888888889,0.2608888888888889,0.013333333333333332,2.4444444444444446,1.8888888888888888,21.555555555555557,0.8888888888888888,0.3333333333333333,2.4444444444444446,41.22222222222222,26.444444444444443,2.111111111111111,3.888888888888889,1.0,82.0,7.644444444444446,5.177777777777778,0.2893333333333333,0.017444444444444443,3.5555555555555554,1.6666666666666667,23.666666666666668,0.8888888888888888,0.5555555555555556,1.4444444444444444,36.0,32.0,2.111111111111111,3.2222222222222223,17.333333333333332,2.5555555555555554,2.3333333333333335,2.3333333333333335,2.111111111111111,1.8888888888888888,0.2222222222222222,0.0,0.0,16.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,23.333333333333332,29.555555555555557
277,368,11,2020,7016,Miami,Def,mia,a,den,5,3400,10030,MIA,73.11111111111111,7.122222222222222,4.300000000000001,0.24955555555555556,0.01588888888888889,2.6666666666666665,2.2222222222222223,18.444444444444443,0.7777777777777778,0.3333333333333333,1.5555555555555556,32.111111111111114,27.22222222222222,2.3333333333333335,4.222222222222222,1.0,79.88888888888889,7.155555555555556,4.688888888888889,0.2667777777777778,0.020444444444444446,2.6666666666666665,0.5555555555555556,21.22222222222222,0.8888888888888888,0.7777777777777778,2.4444444444444446,38.888888888888886,27.11111111111111,1.0,4.222222222222222,14.333333333333334,3.0,2.5555555555555554,2.5555555555555554,2.3333333333333335,2.2222222222222223,0.4444444444444444,0.3333333333333333,0.0,14.88888888888889,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.3333333333333333,27.88888888888889,20.22222222222222,10014,DEN,82.33333333333333,7.699999999999999,4.366666666666667,0.232,0.012777777777777779,2.7777777777777777,2.4444444444444446,19.11111111111111,0.6666666666666666,0.3333333333333333,2.4444444444444446,38.22222222222222,29.22222222222222,2.7777777777777777,3.888888888888889,1.0,80.22222222222223,8.077777777777778,4.155555555555555,0.2098888888888889,0.028555555555555556,2.111111111111111,2.0,16.88888888888889,1.7777777777777777,0.5555555555555556,2.5555555555555554,40.55555555555556,24.88888888888889,2.111111111111111,4.111111111111111,15.555555555555555,3.0,2.7777777777777777,2.4444444444444446,2.7777777777777777,2.4444444444444446,0.2222222222222222,0.0,0.2222222222222222,18.22222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,27.77777777777778,20.666666666666668
278,369,11,2020,7025,LA Rams,Def,lar,a,tam,5,2600,10022,LAR,80.88888888888889,7.355555555555556,4.877777777777777,0.27588888888888885,0.01566666666666667,3.0,1.1111111111111112,22.444444444444443,0.6666666666666666,0.6666666666666666,1.4444444444444444,37.111111111111114,31.11111111111111,1.5555555555555556,4.0,1.0,75.77777777777777,7.555555555555555,3.8444444444444446,0.22655555555555557,0.020666666666666667,1.7777777777777777,1.3333333333333333,17.444444444444443,0.8888888888888888,0.6666666666666666,3.4444444444444446,38.22222222222222,23.77777777777778,1.4444444444444444,5.111111111111111,16.77777777777778,3.0,2.888888888888889,2.4444444444444446,1.5555555555555556,1.1111111111111112,0.1111111111111111,0.1111111111111111,0.0,24.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.666666666666668,10026,TAM,76.4,7.630000000000001,3.9200000000000004,0.21880000000000002,0.022199999999999998,2.5,1.3,16.9,1.2,0.5,3.2,38.6,22.9,1.4,4.4,1.0,78.8,7.779999999999999,4.6,0.24730000000000002,0.0166,3.3,2.0,19.8,0.7,0.5,1.4,40.0,24.6,2.2,3.5,15.9,2.7,2.5,2.5,1.4,1.3,0.2,0.0,0.0,13.3,0.0,0.0,0.2,0.0,0.0,0.2,22.6,29.4
279,370,11,2020,7029,Tampa Bay,Def,tam,h,lar,4,3600,10026,TAM,78.8,7.779999999999999,4.6,0.24730000000000002,0.0166,3.3,2.0,19.8,0.7,0.5,1.4,40.0,24.6,2.2,3.5,1.0,76.4,7.630000000000001,3.9200000000000004,0.21880000000000002,0.022199999999999998,2.5,1.3,16.9,1.2,0.5,3.2,38.6,22.9,1.4,4.4,13.8,3.4,3.2,3.0,2.2,2.0,0.2,0.0,0.1,28.5,0.0,0.0,0.1,0.0,0.0,0.1,29.4,22.6,10022,LAR,75.77777777777777,7.555555555555555,3.8444444444444446,0.22655555555555557,0.020666666666666667,1.7777777777777777,1.3333333333333333,17.444444444444443,0.8888888888888888,0.6666666666666666,3.4444444444444446,38.22222222222222,23.77777777777778,1.4444444444444444,5.111111111111111,1.0,80.88888888888889,7.355555555555556,4.877777777777777,0.27588888888888885,0.01566666666666667,3.0,1.1111111111111112,22.444444444444443,0.6666666666666666,0.6666666666666666,1.4444444444444444,37.111111111111114,31.11111111111111,1.5555555555555556,4.0,19.555555555555557,2.111111111111111,2.0,2.0,1.4444444444444444,1.3333333333333333,0.1111111111111111,0.0,0.0,16.88888888888889,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.3333333333333333,18.666666666666668,24.0
280,371,11,2020,7012,Green Bay,Def,gnb,a,ind,4,2800,10016,GNB,77.0,7.433333333333334,5.122222222222222,0.2603333333333333,0.007333333333333334,3.6666666666666665,1.3333333333333333,20.11111111111111,0.3333333333333333,0.2222222222222222,1.2222222222222223,36.111111111111114,27.444444444444443,1.3333333333333333,3.111111111111111,1.0,72.55555555555556,7.1,4.677777777777777,0.2591111111111111,0.010888888888888887,2.7777777777777777,1.2222222222222223,18.666666666666668,0.4444444444444444,0.3333333333333333,2.2222222222222223,33.77777777777778,24.333333333333332,1.4444444444444444,3.888888888888889,8.555555555555555,3.7777777777777777,3.5555555555555554,3.4444444444444446,1.3333333333333333,1.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,11.555555555555555,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,30.555555555555557,24.88888888888889,10009,IND,74.11111111111111,7.611111111111111,3.8666666666666663,0.22522222222222224,0.01977777777777778,2.0,1.2222222222222223,16.88888888888889,1.2222222222222223,0.2222222222222222,2.3333333333333335,34.111111111111114,26.0,1.5555555555555556,4.222222222222222,1.0,77.33333333333333,7.388888888888889,4.788888888888888,0.2625555555555556,0.013555555555555555,2.4444444444444446,2.111111111111111,20.333333333333332,0.7777777777777778,0.2222222222222222,1.0,36.44444444444444,28.11111111111111,2.3333333333333335,2.7777777777777777,19.11111111111111,2.2222222222222223,2.0,2.0,1.5555555555555556,1.2222222222222223,0.2222222222222222,0.2222222222222222,0.1111111111111111,13.333333333333334,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,19.444444444444443,26.444444444444443
281,372,11,2020,7017,Minnesota,Def,min,h,dal,4,3300,10018,MIN,73.22222222222223,7.355555555555556,5.222222222222222,0.2682222222222222,0.02422222222222222,3.3333333333333335,0.8888888888888888,19.77777777777778,1.2222222222222223,0.5555555555555556,1.8888888888888888,29.11111111111111,29.77777777777778,1.1111111111111112,3.5555555555555554,1.0,80.11111111111111,7.533333333333335,4.711111111111111,0.26044444444444437,0.012555555555555556,2.7777777777777777,2.5555555555555554,21.11111111111111,0.7777777777777778,0.2222222222222222,2.0,38.44444444444444,28.11111111111111,2.6666666666666665,2.7777777777777777,12.11111111111111,3.3333333333333335,2.3333333333333335,2.2222222222222223,1.1111111111111112,0.8888888888888888,1.0,0.6666666666666666,0.0,15.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,26.22222222222222,27.0,10011,DAL,81.0,7.088888888888889,4.699999999999999,0.2508888888888889,0.010555555555555556,3.5555555555555554,1.7777777777777777,20.444444444444443,0.3333333333333333,0.4444444444444444,1.8888888888888888,34.55555555555556,31.666666666666668,2.0,3.5555555555555554,1.0,87.33333333333333,7.666666666666667,4.433333333333334,0.26744444444444443,0.024666666666666663,2.3333333333333335,1.8888888888888888,23.666666666666668,0.8888888888888888,1.3333333333333333,2.888888888888889,46.111111111111114,27.0,2.2222222222222223,3.2222222222222223,11.88888888888889,3.7777777777777777,2.888888888888889,2.6666666666666665,2.0,1.7777777777777777,0.8888888888888888,0.4444444444444444,0.3333333333333333,17.22222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,31.555555555555557,22.666666666666668
282,373,11,2020,7032,Houston,Def,hou,h,nwe,3,2600,10031,HOU,72.44444444444444,7.433333333333333,4.888888888888889,0.25455555555555553,0.012555555555555556,2.5555555555555554,1.5555555555555556,18.444444444444443,0.5555555555555556,0.3333333333333333,2.888888888888889,36.44444444444444,22.333333333333332,2.0,3.6666666666666665,1.0,81.0,7.21111111111111,5.066666666666666,0.27966666666666673,0.00788888888888889,3.3333333333333335,1.3333333333333333,22.666666666666668,0.2222222222222222,0.4444444444444444,2.0,35.0,32.333333333333336,1.8888888888888888,3.4444444444444446,17.22222222222222,2.5555555555555554,2.3333333333333335,2.2222222222222223,1.8888888888888888,1.5555555555555556,0.2222222222222222,0.0,0.0,12.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,28.0,10006,NWE,70.0,7.333333333333333,5.044444444444444,0.27355555555555555,0.02377777777777778,2.4444444444444446,1.8888888888888888,19.11111111111111,1.2222222222222223,0.4444444444444444,1.4444444444444444,28.77777777777778,29.0,2.0,2.7777777777777777,1.0,76.33333333333333,7.422222222222222,4.633333333333333,0.27777777777777773,0.023222222222222224,2.111111111111111,1.6666666666666667,21.333333333333332,1.2222222222222223,0.4444444444444444,1.7777777777777777,30.444444444444443,33.44444444444444,1.8888888888888888,2.7777777777777777,18.0,2.5555555555555554,2.4444444444444446,2.2222222222222223,2.0,1.8888888888888888,0.1111111111111111,0.1111111111111111,0.0,18.444444444444443,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,23.444444444444443,21.0
283,374,11,2020,7001,Arizona,Def,ari,a,sea,3,2600,10029,ARI,82.0,7.644444444444446,5.177777777777778,0.2893333333333333,0.017444444444444443,3.5555555555555554,1.6666666666666667,23.666666666666668,0.8888888888888888,0.5555555555555556,1.4444444444444444,36.0,32.0,2.111111111111111,3.2222222222222223,1.0,82.11111111111111,7.777777777777778,4.488888888888889,0.2608888888888889,0.013333333333333332,2.4444444444444446,1.8888888888888888,21.555555555555557,0.8888888888888888,0.3333333333333333,2.4444444444444446,41.22222222222222,26.444444444444443,2.111111111111111,3.888888888888889,9.222222222222221,3.5555555555555554,3.3333333333333335,3.2222222222222223,2.111111111111111,1.6666666666666667,0.2222222222222222,0.0,0.0,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,29.555555555555557,23.333333333333332,10021,SEA,87.55555555555556,7.411111111111111,5.088888888888889,0.2961111111111111,0.01877777777777778,3.3333333333333335,2.111111111111111,25.88888888888889,1.0,0.6666666666666666,2.4444444444444446,47.333333333333336,25.666666666666668,2.4444444444444446,2.5555555555555554,1.0,79.55555555555556,7.411111111111111,5.088888888888888,0.2788888888888889,0.01922222222222222,4.111111111111111,1.1111111111111112,22.22222222222222,1.1111111111111112,0.4444444444444444,3.3333333333333335,40.55555555555556,23.77777777777778,1.1111111111111112,3.6666666666666665,10.777777777777779,3.4444444444444446,2.7777777777777777,2.3333333333333335,2.4444444444444446,2.111111111111111,0.6666666666666666,0.1111111111111111,0.0,13.222222222222221,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,29.555555555555557,32.0
284,375,11,2020,7003,Baltimore,Def,bal,h,ten,3,3500,10007,BAL,75.66666666666667,7.78888888888889,4.5777777777777775,0.2542222222222222,0.01588888888888889,2.7777777777777777,1.7777777777777777,19.22222222222222,0.6666666666666666,0.5555555555555556,2.5555555555555554,30.22222222222222,32.666666666666664,1.8888888888888888,3.888888888888889,1.0,77.22222222222223,7.711111111111112,4.155555555555555,0.2401111111111111,0.020111111111111114,2.2222222222222223,0.7777777777777778,18.555555555555557,0.4444444444444444,1.1111111111111112,2.7777777777777777,39.0,24.22222222222222,1.2222222222222223,4.444444444444445,16.333333333333332,3.111111111111111,3.111111111111111,3.111111111111111,1.8888888888888888,1.7777777777777777,0.0,0.0,0.0,22.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,27.11111111111111,18.333333333333332,10013,TEN,81.88888888888889,7.144444444444446,4.855555555555556,0.2784444444444445,0.018777777777777775,3.2222222222222223,1.1111111111111112,22.77777777777778,1.0,0.5555555555555556,1.2222222222222223,41.888888888888886,26.666666666666668,1.2222222222222223,3.2222222222222223,1.0,78.0,7.3999999999999995,4.755555555555556,0.2636666666666667,0.0054444444444444445,3.3333333333333335,1.3333333333333333,20.666666666666668,0.3333333333333333,0.1111111111111111,1.4444444444444444,32.666666666666664,30.88888888888889,2.2222222222222223,3.5555555555555554,11.555555555555555,3.3333333333333335,3.0,2.7777777777777777,1.2222222222222223,1.1111111111111112,0.3333333333333333,0.0,0.0,10.444444444444445,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,26.11111111111111,27.666666666666668
285,376,11,2020,7030,Tennessee,Def,ten,a,bal,3,2500,10013,TEN,78.0,7.3999999999999995,4.755555555555556,0.2636666666666667,0.0054444444444444445,3.3333333333333335,1.3333333333333333,20.666666666666668,0.3333333333333333,0.1111111111111111,1.4444444444444444,32.666666666666664,30.88888888888889,2.2222222222222223,3.5555555555555554,1.0,81.88888888888889,7.144444444444446,4.855555555555556,0.2784444444444445,0.018777777777777775,3.2222222222222223,1.1111111111111112,22.77777777777778,1.0,0.5555555555555556,1.2222222222222223,41.888888888888886,26.666666666666668,1.2222222222222223,3.2222222222222223,14.0,3.4444444444444446,3.0,2.7777777777777777,2.2222222222222223,1.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,20.22222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,27.666666666666668,26.11111111111111,10007,BAL,77.22222222222223,7.711111111111112,4.155555555555555,0.2401111111111111,0.020111111111111114,2.2222222222222223,0.7777777777777778,18.555555555555557,0.4444444444444444,1.1111111111111112,2.7777777777777777,39.0,24.22222222222222,1.2222222222222223,4.444444444444445,1.0,75.66666666666667,7.78888888888889,4.5777777777777775,0.2542222222222222,0.01588888888888889,2.7777777777777777,1.7777777777777777,19.22222222222222,0.6666666666666666,0.5555555555555556,2.5555555555555554,30.22222222222222,32.666666666666664,1.8888888888888888,3.888888888888889,18.77777777777778,2.3333333333333335,1.8888888888888888,1.5555555555555556,1.2222222222222223,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.0,15.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,18.333333333333332,27.11111111111111
